Filter Name,Raw Logic,Eliminated Count,Rank,Reason,Eliminated Count (Rechecked),Status,EliminatedCount,FilterName,Type,Logic,Action,Eliminations
seed sum range 14,Keep only combinations where the digit sum is between 14 and 22 (inclusive) if the seed sum is between 13 and 15,0.0,1,,0.0,Skipped - Unrecognized Logic,14.0,,,,,0
seed sum range 13,Keep only combinations where the digit sum is between 12 and 25 (inclusive) if the seed sum is  12,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
seed sum range 12,Keep only combinations where the digit sum is between 12 and 20 (inclusive) if the seed sum is 16.,0.0,1,,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
seed sum range 11,Keep only combinations where the digit sum is between 11 and 26 (inclusive) if the seed sum is 17 or 18.,0.0,1,,0.0,Skipped - Unrecognized Logic,5.0,,,,,0
"If digit 2 appears in the seed, then the combomust contain either digit 5 or digit 4 or else , eliminate comboIf digit 2 appears in the seed, then the combomust contain either digit 5 or digit 4 or else , eliminate combo","If digit 2 appears in the seed, then the combomust contain either digit 5 or digit 4 or else , eliminate combo",40.0,125,,0.0,Skipped - Unrecognized Logic,,,,,,0
"if seed sum is >/=26 and combo digit sum is <20 or >28, eliminate combo","if seed sum is >/=26 and combo digit sum is <20 or >28, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
" If seed sum is 24–25 and combo digit sum is <19 or >25, eliminate combo."," If seed sum is 24–25 and combo digit sum is <19 or >25, eliminate combo.",0.0,1,,0.0,Skipped - Unrecognized Logic,20.0,,,,,0
"if seed sum = 22or 23 and combo digit sum is <16 or >25, eliminate  combo",Eliminate if sum <16 or >25,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
"if seed sum = 19, 20 or 21 and combo digit sum is <14 or >24, eliminate combo","if seed sum = 19, 20 or 21 and combo digit sum is <14 or >24, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,9.0,,,,,0
"if seed sum =13, 14 or 15 and combo digit sum is <14 and >22, eliminate combo","if seed sum =13, 14 or 15 and combo digit sum is <14 and >22, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,4.0,,,,,0
"if seed sum is </= 12 and combo digit sum <12 or >25, eliminate combo","if seed sum is </= 12 and combo digit sum <12 or >25, eliminate combo",0.0,1,,11.0,Retested,,,,,,0
"if seed sum =17 or =18 and combo digit sum is <11 or >26, eliminate combo","if seed sum =17or seed sum =18 and combo digit sum is <11 or >26, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,12.0,,,,,0
"if seed sum end digit is 2 and combo digit sum end digit is 0, eliminate combo","if seed sum end digit is 2 and combo digit sum end digit is 0, eliminate combo",1.0,114,,0.0,Skipped - Unrecognized Logic,1.0,,,,,0
seed sum = 13-15,"if seed sum is between 13 and 15 and combo digit sum is <14 and >22, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
seed sum = 17-18,"if seed sum =17-18 and combo digit sum is <11 or >26, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,5.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 34, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 34, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 33, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 33, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 32, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 32, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 31, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 31, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 30, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 30, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 29, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 29, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 28, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 28, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,5.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 27, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 27, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,5.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 35, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 35, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 26, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 26, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,4.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 24, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 24, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,3.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 22, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 22, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,3.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 21, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 21, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,3.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 20, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 20, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,1.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 19, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 19, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,1.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 18, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 18, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 17, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 17, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 16, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 16, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 25, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 25, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,3.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 36, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 36, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 37, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 37, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 38, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 38, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
"if combo has ≥5 shared digits with seed and combo digit sum < 21, eliminate combo  ","if combo has ≥5 shared digits with seed and combo digit sum < 21, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
"if combo has ≥5 shared digits with seed and combo digit sum < 20, eliminate combo  ","if combo has ≥5 shared digits with seed and combo digit sum < 20, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
"if combo has ≥5 shared digits with seed and combo digit sum < 19, eliminate combo  ","if combo has ≥5 shared digits with seed and combo digit sum < 19, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
"if combo has ≥5 shared digits with seed and combo digit sum < 18, eliminate combo  ","if combo has ≥5 shared digits with seed and combo digit sum < 18, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
"if combo has ≥5 shared digits with seed and combo digit sum < 17, eliminate combo  ","if combo has ≥5 shared digits with seed and combo digit sum < 17, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
"if combo has ≥5 shared digits with seed and combo digit sum < 16, eliminate combo  ","if combo has ≥5 shared digits with seed and combo digit sum < 16, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
"if combo has ≥5 shared digits with seed and combo digit sum < 15, eliminate combo  ","if combo has ≥5 shared digits with seed and combo digit sum < 15, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
"if combo has ≥5 shared digits with seed and combo digit sum < 14, eliminate combo  ","if combo has ≥5 shared digits with seed and combo digit sum < 14, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
"if combo has ≥5 shared digits with seed and combo digit sum < 13, eliminate combo  ","if combo has ≥5 shared digits with seed and combo digit sum < 13, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
"if combo has ≥5 shared digits with seed and combo digit sum < 12, eliminate combo  ","if combo has ≥5 shared digits with seed and combo digit sum < 12, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
"if combo has ≥5 shared digits with seed and combo digit sum < 11, eliminate combo  ","if combo has ≥5 shared digits with seed and combo digit sum < 11, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
"if combo has ≥5 shared digits with seed and combo digit sum < 10, eliminate combo  ","if combo has ≥5 shared digits with seed and combo digit sum < 10, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 45, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 45, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 44, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 44, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 43, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 43, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 42, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 42, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 41, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 41, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 40, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 40, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 39, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 39, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 15, eliminate combo  ","if combo has ≥4 shared digits with seed and combo digit sum < 15, eliminate combo  ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 13, eliminate combo","if combo has ≥4 shared digits with seed and combo digit sum < 13, eliminate combo",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 12, elimiate combo","if combo has ≥4 shared digits with seed and combo digit sum < 12, elimiate combo",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
"if combo has ≥4 shared digits with seed andcombo digit sum < 11, eliminate  combo","if combo has ≥4 shared digits with seed andcombo digit sum < 11, eliminate  combo",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,,,,,,0
eliminate combo if total digit sum is  ±15 from seed sum,eliminate combo if total digit sum is  ±15 from seed sum,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
eliminate combo if total digit sum is  ±14 from seed sum,eliminate combo if total digit sum is  ±14 from seed sum,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
eliminate combo if total digit sum is  ±13 from seed sum,eliminate combo if total digit sum is  ±13 from seed sum,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
Eliminate combos with same root sum as seed,Eliminate combos with same root sum as seed,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
"if combo contains same odd number of digits as seed, eliminate combo","if combo contains same odd number of digits as seed, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
"if combo contains same number of even digits as seed, eliminate combo","if combo contains same number of even digits as seed, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
"if combo contains 5 unique digits and total digit sum >25, 3 digits must match seed or else eliminate combo","if combo contains 5 unique digits and total digit sum >25, 3 digits must match seed or else eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
"if combo contains more than 3 unique digits, it must also contain at least 1 cold digt, or else eliminate combo","if combo contains more than 3 unique digits, it must also contain at least 1 cold digt, or else eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
 the spread (max digit – min digit) difference from seed must be > 3 or eliminate combo, the spread (max digit – min digit) difference from seed must be > 3 or eliminate combo,0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
"if all 5 digits in combo are >/=5, eliminate combo ","if all 5 digits in combo are >/=5, eliminate combo ",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
"if all five digits in combo are< /=4, eliminate combo","if all five digits in combo are< /=4, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
"if all 5 digits in combo are odd, eliminate combo","if all 5 digits in combo are odd, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
"if all 5 digits in combo are even, eliminate combo","if all 5 digits in combo are even, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
" If seed sum is 24 or 25 and combo digit sum is <19 or >25, eliminate combo."," If seed sum is 24 or 25 and combo digit sum is <19 or >25, eliminate combo.",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
seed sum >=26,"if seed sum is >/=26 and combo digit sum is <20 or >28, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
seed sum <=12,"if seed sum is </= 12 and combo digit sum <12 or >25, eliminate combo",0.0,1,,11.0,Retested,,,,,,0
seed sum = 24-25,"if seed sum is 24-25 and combo digit sum is >19 or >25, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
seed sum = 22-23,"if seed sum = 22-23 and combo digit sum is <16 or >25, eliminate  combo",0.0,1,,0.0,Skipped - Unrecognized Logic,7.0,,,,,0
seed sum = 19-21,"if seed sum = 19-21 and combo digit sum is <14 or >24, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,9.0,,,,,0
"If the digit sum of the combo equals the mirror of the seed sum, eliminate combo.","If the digit sum of the combo equals the mirror of the seed sum, eliminate combo.",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
seed sum = 16,"if seed sum =16, a combo digit sum is <12 and >20, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,6.0,,,,,0
"If no digit in the combo is a mirror of any digit in the seed, eliminate combo.","If no digit in the combo is a mirror of any digit in the seed, eliminate combo.",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
"If the digit sum of the combo equals the mirror of the seed sum, eliminate combo","If the digit sum of the combo equals the mirror of the seed sum, eliminate combo",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
"if combo has ≥4 shared digits with seed and combo digit sum < 10, eliminate combo","if combo has ≥4 shared digits with seed and combo digit sum < 10, eliminate combo",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
"if combo has  ≥3 shared digits with seed and combo digit  sum < 18, eliminate combo","if combo has  ≥3 shared digits with seed and combo digit  sum < 18, eliminate combo",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,,,,,,0
"if combo has ≥3 shared digits with seed and combo digit sum < 17, eliminate combo","if combo has ≥3 shared digits with seed and combo digit sum < 17, eliminate combo",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,11.0,,,,,0
"if combo has ≥3 shared digits with seed and combo digit sum < 16, eliminate combo ","if combo has ≥3 shared digits with seed and combo digit sum < 16, eliminate combo ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,7.0,,,,,0
"if combo has ≥3 shared digits with seed and combo digit sum < 15, eliminate combo ","if combo has ≥3 shared digits with seed and combo digit sum < 15, eliminate combo ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,4.0,,,,,0
"if combo has ≥3 shared digits with seed and combo digit sum < 14, eliminate combo","if combo has ≥3 shared digits with seed and combo digit sum < 14, eliminate combo",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,3.0,,,,,0
"if combo has  ≥3 shared digits with seed and combo digit sum < 13, eliminate combo ","if combo has  ≥3 shared digits with seed and combo digit sum < 13, eliminate combo ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,,,,,,0
"If combo has  ≥3 shared digits with seed and combo digit  sum < 12, eliminate combo","If combo has  ≥3 shared digits with seed and combo digit  sum < 12, eliminate combo",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,,,,,,0
"if combo has ≥3 shared digits with seed and combo digit sum < 11, eliminate combo","if combo has ≥3 shared digits with seed and combo digit sum < 11, eliminate combo",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
"if combo has ≥3 shared digits with seed and combo digit sum < 10, eliminate combo","if combo has ≥3 shared digits with seed and combo digit sum < 10, eliminate combo",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,0.0,,,,,0
"if combo has ≥2 shared digits with seed and combo digit sum < 14, eliminate combo","if combo has ≥2 shared digits with seed and combo digit sum < 14, eliminate combo",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,12.0,,,,,0
"if combo has ≥2 shared digits with seed and combo digit sum < 13, eliminate combo","if combo has ≥2 shared digits with seed and combo digit sum < 13, eliminate combo",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,9.0,,,,,0
"if combo has ≥2 shared digits with seed and combo digit sum < 12, eliminate combo ","if combo has ≥2 shared digits with seed and combo digit sum < 12, eliminate combo ",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,7.0,,,,,0
"if combo has ≥2 shared digits with seed and combo digit sum < 11, eliminate combo","if combo has ≥2 shared digits with seed and combo digit sum < 11, eliminate combo",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,3.0,,,,,0
"if combo has ≥2 shared digits with seed and combo digit  sum < 10, eliminate combo","if combo has ≥2 shared digits with seed and combo digit  sum < 10, eliminate combo",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,1.0,,,,,0
"if combo has ≥1 shared digits with seed and combo digit sum < 12, eliminate combo","if combo has ≥1 shared digits with seed and combo digit sum < 12, eliminate combo",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,11.0,,,,,0
"if combo has ≥1 shared digits with seed and combo digit sum < 11, eliminate combo","if combo has ≥1 shared digits with seed and combo digit sum < 11, eliminate combo",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,7.0,,,,,0
"if combo has ≥1 shared digits with seed and combo digit  sum < 10, eliminate combo","if combo has ≥1 shared digits with seed and combo digit  sum < 10, eliminate combo",0.0,Skipped,Missing thresholds,0.0,Skipped - Unrecognized Logic,4.0,,,,,0
"If a combo contains both a digit and its mirror (0/5, 1/6, 2/7, 3/8, 4/9), eliminate it.","If a combo contains both a digit and its mirror (0/5, 1/6, 2/7, 3/8, 4/9), eliminate it.",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
"If any digit in combo equals the mirror of the last digit of the seed sum, eliminate combo.","If any digit in combo equals the mirror of the last digit of the seed sum, eliminate combo.",0.0,1,,0.0,Skipped - Unrecognized Logic,,,,,,0
"Seed contains 0,8 → eliminate combos with even sums","0,8",0.0,,,0.0,Active,0.0,eliminate_even_sum_08,Pair,set('08').issubset(seed) and sum(int(d) for d in combo) % 2 == 0,Eliminate combos with even sums,0
